repayment_ratio,liquidation_ratio,total_borrowed,portfolio_diversity,account_age_days,activity_frequency,total_collateral,unique_tokens,total_transactions,cluster,anomaly,score_raw,rank,credit_score
0.0,1.157920892373162e+59,0.0,0.0,1811,0.019326,0.009888,17,35,0,1,0.09206262934212166,319.0,749.1349480968859
0.0,1.157920892373162e+59,0.0,0.0,2213,0.75418,0.006109,439,1669,2,1,0.48992971381678624,75.0,582.2368421052631
3.7044,3.2413,0.001707,0.0,2103,0.285307,0.006323,192,600,0,1,0.07326465836615424,364.0,734.8615916955017
0.0,1.157920892373162e+59,0.0,0.0,1642,0.477467,0.005493,243,784,0,1,0.20203550489936484,141.0,805.5940023068051
0.0,1.157920892373162e+59,0.0,0.0,1144,0.050699,0.002672,24,58,0,1,-0.0843579477044455,843.0,582.9296424452134
38.5677,0.0193,0.000615,0.0,1659,0.05425,0.023714,34,90,0,1,-0.14560665939328174,1076.0,509.0253748558247
0.0,1.157920892373162e+59,0.0,0.0,1108,0.455776,0.001256,252,505,0,1,0.04102990767935019,482.0,697.4336793540946
3.2039,2.7554,0.000158,0.0,1333,0.333833,0.000507,173,445,0,1,-0.14448435963303405,1070.0,510.9284890426759
0.0004,0.0004,0.104872,0.0,1169,0.766467,4.2e-05,101,896,0,1,-0.127813679891714,995.0,534.7174163783161
0.2026,0.1773,0.000565,0.0,1533,0.981735,0.000114,263,1505,0,1,0.07247597536787548,366.0,734.2272202998847
0.0,1.157920892373162e+59,0.0,0.0,1581,0.004428,0.035256,7,7,0,1,0.022824961601273067,544.0,677.7681660899655
0.0,1.157920892373162e+59,0.0,0.0,938,0.021322,0.05723,9,20,0,1,-0.1507060213927767,1105.0,499.8269896193772
0.0,1.157920892373162e+59,0.0,0.0,1559,1.583066,0.104329,655,2468,2,-1,0.5164246363560896,69.0,603.9473684210527
0.0,1.157920892373162e+59,0.0,0.0,972,0.014403,0.061379,10,14,0,1,-0.14231128805849017,1063.0,513.1487889273357
1.3827,1.2099,0.009604,0.0,1102,0.176951,0.013279,47,195,0,1,-0.2738894272207745,1530.0,365.0230680507497
0.0,1.157920892373162e+59,0.0,0.0,1134,5.100529,0.001024,1109,5784,2,-1,1.1520933943652363,14.0,802.9605263157895
0.0,1.157920892373162e+59,0.0,0.0,1227,0.484108,0.00821,153,594,0,1,0.056276558812726654,411.0,719.9538638985006
0.0,1.157920892373162e+59,0.0,0.0,1465,0.661433,0.001131,312,969,0,1,0.20495466186350053,137.0,806.8627450980392
0.0006,0.0005,0.333758,0.0,1348,0.091246,0.000214,30,123,0,1,-0.22489784133489,1415.0,401.49942329873124
0.0417,0.034,0.051342,0.0,1046,0.26195,0.002142,62,274,0,1,-0.27003538086046164,1518.0,368.82929642445214
0.0,1.157920892373162e+59,0.0,0.0,1365,0.123077,0.001031,91,168,0,1,0.008888311942276204,604.0,658.7370242214533
6.9746,5.7889,0.000647,0.0,1304,0.226994,0.004512,123,296,0,1,-0.18702038361866116,1290.0,441.14763552479815
18273.2249,15259.9701,0.0,0.0,1171,0.459436,0.001251,131,538,0,1,-0.17645161256257702,1247.0,454.7866205305652
0.0,1.157920892373162e+59,0.0,0.0,1475,0.376271,0.002873,166,555,0,1,0.11143692332353354,282.0,760.8708189158017
4.3284,3.5926,0.000258,0.0,1058,0.286389,0.001115,112,303,0,1,-0.249209000824597,1482.0,380.2479815455594
3.3405,2.7803,0.003572,0.0,2762,0.263215,0.011934,270,727,0,1,0.277961218867492,90.0,821.7704728950404
0.0,1.157920892373162e+59,0.0,0.0,1522,0.788436,0.001136,498,1200,0,1,0.2970743837312554,78.0,825.5767012687428
0.0,1.157920892373162e+59,0.0,0.0,1618,1.577256,0.001131,704,2552,2,1,0.5485418137977685,61.0,632.8947368421052
0.0,1.157920892373162e+59,0.0,0.0,1272,0.053459,0.001022,33,68,0,1,-0.04594583698357872,737.0,616.5513264129181
0.0007,0.0006,0.218437,0.0,1849,0.938886,0.000158,436,1736,2,1,0.21005121785326358,137.0,357.89473684210526
3.3922,2.9173,0.030399,0.0,1569,0.017846,0.10312,20,28,0,1,-0.18179526813553473,1263.0,449.7116493656286
1.2716,1.0936,1.807782,0.0,1038,0.11368,2.298835,18,118,0,1,-0.305775452117455,1604.0,341.5513264129181
0.0,1.157920892373162e+59,0.0,0.0,2790,0.02509,0.068137,23,70,0,1,0.3655620493803287,40.0,837.6297577854672
3.8485,3.1942,0.00483,0.0,1324,0.024169,0.018588,21,32,0,1,-0.24802869457080173,1479.0,381.199538638985
1.1881,1.0396,0.024871,0.0,1002,0.030938,0.029549,8,31,0,1,-0.3390973542246329,1653.0,326.00922722029986
0.0,1.157920892373162e+59,0.0,0.0,1192,0.103188,0.01131,73,123,0,1,-0.04823392995845237,740.0,615.5997693194925
3.4892,2.8612,0.021187,0.0,1498,0.119493,0.073925,69,179,0,1,-0.16768118949447136,1204.0,468.42560553633217
3.2603,2.5104,0.000405,0.0,1054,0.044592,0.00132,14,47,0,1,-0.32068915444441126,1629.0,333.6216839677047
0.0,1.157920892373162e+59,0.0,0.0,2352,0.035289,0.010537,32,83,0,1,0.24931228142215936,109.0,815.7439446366782
15.9526,13.2407,8.4e-05,0.0,1151,0.287576,0.001344,103,331,0,1,-0.22443311302901037,1411.0,402.7681660899654
1.2554,0.9667,0.004138,0.0,1845,0.257453,0.005195,81,475,0,1,-0.03625152765529705,725.0,620.3575547866205
3.1771,2.637,0.00598,0.0,1060,0.137736,0.019,38,146,0,1,-0.29544381614134785,1585.0,347.5778546712803
0.0,1.157920892373162e+59,0.0,0.0,1339,0.161314,0.001126,30,216,0,1,-0.006575748140070198,652.0,643.5121107266436
2.2725,1.9544,0.044027,0.0,1124,0.042705,0.100052,22,48,0,1,-0.2994007955340499,1591.0,345.6747404844291
0.0,1.157920892373162e+59,0.0,0.0,1057,0.005676,0.01432,7,6,0,1,-0.12128624163896921,975.0,541.0611303344867
6078180.9408,4680199.3244,0.0,0.0,1077,0.024141,0.002637,14,26,0,-1,0.3577000280433744,45.0,836.0438292964244
0.0,1.157920892373162e+59,0.0,0.0,1280,0.500781,0.001633,249,641,0,1,0.10022354527001984,306.0,753.2583621683968
2.9732,2.557,0.00265,0.0,1097,0.027347,0.00788,11,30,0,1,-0.31277171393628417,1617.0,337.42791234140714
1.198,1.0483,0.030289,0.0,1092,0.031136,0.036287,13,34,0,1,-0.31284507713425186,1619.0,336.7935409457901
1.2141,1.0623,0.31948,0.0,1433,0.718074,0.387885,115,1029,0,1,-0.050947995613266975,749.0,612.7450980392157
0.0,1.157920892373162e+59,0.0,0.0,1534,0.06193,0.702934,35,95,0,1,0.029541509727116097,522.0,684.7462514417532
0.0,1.157920892373162e+59,0.0,0.0,1125,0.014222,0.044529,10,16,0,1,-0.10013959553182339,899.0,565.1672433679354
0.0,1.157920892373162e+59,0.0,0.0,1945,0.041131,0.020395,25,80,0,1,0.13613407155783647,240.0,774.1926182237601
0.0,1.157920892373162e+59,0.0,0.0,1547,0.117647,0.028155,35,182,0,1,0.04444114844029854,463.0,703.4602076124568
2.7131,2.374,0.000108,0.0,1151,0.135534,0.000294,34,156,0,1,-0.2712744727776228,1521.0,367.87773933102653
0.0,1.157920892373162e+59,0.0,0.0,2087,0.00575,0.232487,9,12,0,1,0.16314398730464458,196.0,788.1487889273357
1.4945,1.3077,0.012355,0.0,1722,0.316492,0.018465,67,545,0,1,-0.06234959530077355,778.0,603.5467128027682
3.6329,3.1355,2.149404,0.0,2777,0.015124,7.808479,14,42,0,1,0.1588729815257868,208.0,784.3425605536332
1.2046,1.036,0.001773,0.0,1285,0.05214,0.002136,16,67,0,1,-0.25460729374768293,1488.0,378.3448673587082
0.0005,0.0005,0.068468,0.0,1389,0.011519,3.6e-05,9,16,0,1,-0.23559003313907914,1443.0,392.6182237600923
0.6526,0.5612,0.002659,0.0,1221,0.597052,0.001735,95,729,0,1,-0.1462335131681379,1080.0,507.7566320645906
0.7218,0.6316,0.002314,0.0,1665,0.038438,0.00167,26,64,0,1,-0.149428540348361,1094.0,503.31603229527104
0.0,1.157920892373162e+59,0.0,0.0,1368,0.329678,0.005923,75,451,0,1,0.04713082270096367,449.0,707.9008073817763
5.666,2.6239,0.128733,0.0,2730,0.017949,0.729399,22,49,0,1,0.1398838908343841,231.0,777.0472895040368
0.0,1.157920892373162e+59,0.0,0.0,1215,0.024691,0.036409,17,30,0,1,-0.07147277055354471,804.0,595.2998846597462
0.9223,0.7932,0.0018,0.0,2535,0.145957,0.00166,139,370,0,1,0.14853118411961835,217.0,781.4878892733564
0.0,0.0,0.013691,0.0,1658,0.048854,0.0,34,81,0,1,-0.14703282609433618,1083.0,506.8050749711649
0.0,0.0,0.162159,0.0,1213,0.028854,0.0,12,35,0,1,-0.2797794627726824,1551.0,358.36216839677047
0.0,1.157920892373162e+59,0.0,0.0,1506,0.614874,0.019069,257,926,0,1,0.1936493225494663,149.0,803.0565167243368
0.0005,0.0005,0.057415,0.0,1208,0.012417,3.1e-05,10,15,0,1,-0.28509964455400877,1566.0,353.60438292964244
0.0,1.157920892373162e+59,0.0,0.0,2789,0.520258,0.020484,431,1451,2,1,0.604278010974548,49.0,676.3157894736842
2.812,2.4602,0.012625,0.0,1223,0.02453,0.035501,13,30,0,1,-0.27791692621683994,1543.0,360.89965397923874
0.7335,0.6418,0.004304,0.0,1327,0.052751,0.003157,28,70,0,1,-0.2397084153216801,1449.0,390.7151095732411
2.376,2.0434,0.002212,0.0,1527,0.015062,0.005255,11,23,0,1,-0.19642429900607794,1326.0,429.7289504036909
0.0,1.157920892373162e+59,0.0,0.0,2210,0.220814,0.007501,76,488,0,1,0.26619368045242353,98.0,819.232987312572
9.1845,7.8555,0.001977,0.0,1624,0.290025,0.018158,90,471,0,1,-0.09053232038891727,876.0,572.4625144175318
1.9826,1.2887,3.630434,0.0,1287,0.026418,7.197617,15,34,0,1,-0.24676438093459163,1475.0,382.4682814302191
0.0,0.0,0.121161,0.0,1288,0.095497,0.0,18,123,0,1,-0.24443268669327461,1466.0,385.322952710496
2.9033,2.4969,0.003861,0.0,1597,0.019411,0.01121,13,31,0,1,-0.1756602470524986,1241.0,456.6897347174164
3.6495,2.9101,0.055474,0.0,1317,0.026576,0.202451,18,35,0,1,-0.25003651045330083,1485.0,379.2964244521338
0.0248,0.0,0.08726,0.0,1564,0.127877,0.002162,47,200,0,1,-0.15295659109862542,1122.0,494.4348327566321
0.0,0.0,0.098821,0.0,1462,0.033516,0.0,25,49,0,1,-0.20672475755861336,1361.0,418.62745098039215
1.5703,1.343,9.115933,0.0,1481,0.588116,14.315167,56,871,0,1,-0.04967669442878944,745.0,614.0138408304499
0.0,1.157920892373162e+59,0.0,0.0,1797,0.240401,3.056389,29,432,0,1,0.14211601724998557,228.0,777.9988465974625
0.0,0.0,0.11564,0.0,1367,0.005852,0.0,6,8,0,1,-0.24346411800492562,1462.0,386.5916955017301
3.9776,2.5854,0.273164,0.0,1533,0.031963,1.086528,14,49,0,1,-0.18919586308610772,1305.0,436.3898500576701
0.0005,0.0004,0.096574,0.0,2666,0.097899,4.4e-05,55,261,0,1,0.15131792258367344,215.0,782.1222606689735
73224.6844,64071.5988,0.0,0.0,1463,0.168148,0.030325,28,246,0,1,-0.1700558618610485,1215.0,464.9365628604383
6.8667,4.4634,0.587747,0.0,1797,0.288815,4.035889,95,519,0,1,-0.03575143129343275,722.0,621.3091118800462
0.0,0.0,0.039025,0.0,1394,0.092539,0.0,39,129,0,1,-0.21012361648377337,1372.0,415.1384083044983
2.2831,1.8879,29.473527,0.0,1646,0.153098,67.290506,73,252,0,1,-0.010232684184642557,665.0,639.3886966551327
0.0,0.0,0.018065,0.0,1425,0.017544,0.0,6,25,0,1,-0.22532667155092173,1417.0,400.8650519031142
0.0,1.157920892373162e+59,0.0,0.0,1585,0.071924,0.364144,19,114,0,1,0.0415022845188089,478.0,698.7024221453287
2.7412,2.2477,0.08405,0.0,1787,0.064913,0.230394,41,116,0,1,-0.10556207662365176,918.0,559.1407151095732
1.8433,1.5299,0.000616,0.0,2974,0.448218,0.001135,467,1333,2,1,0.44146555596204284,93.0,517.1052631578948
0.0,1.157920892373162e+59,0.0,0.0,2159,0.845299,0.017619,441,1825,2,1,0.49542024578684996,74.0,585.8552631578948
0.0,1.157920892373162e+59,0.0,0.0,1745,0.205731,0.034491,75,359,0,1,0.12972181741603586,254.0,769.7520184544405
0.0,1.157920892373162e+59,0.0,0.0,2986,1.547555,0.026163,902,4621,2,-1,1.0718788992576957,17.0,792.1052631578948
0.0,1.157920892373162e+59,0.0,0.0,2886,0.030492,0.059924,43,88,0,1,0.3987523371915088,34.0,839.5328719723184
4.0622,3.3737,0.11235,0.0,1942,0.063852,0.456394,44,124,0,1,-0.061684673133600876,774.0,604.8154555940023
1.8153,1.561,0.122802,0.0,2779,0.048938,0.222924,42,136,0,1,0.16661022045041166,193.0,789.1003460207612
2.1338,0.0011,0.000189,0.0,1439,0.061154,0.000403,35,88,0,1,-0.20507955907197992,1357.0,419.8961937716263
0.0,0.0,0.096345,0.0,1493,0.101139,0.0,17,151,0,1,-0.18621650487018174,1282.0,443.68512110726647
0.0021,0.0018,0.068066,0.0,1503,0.109115,0.000145,36,164,0,1,-0.17690747972884294,1250.0,453.8350634371395
0.0,1.157920892373162e+59,0.0,0.0,2795,0.21932,0.001733,122,613,0,1,0.44491874524744446,25.0,842.3875432525952
0.0,0.0,0.005947,0.0,1769,0.049746,0.0,29,88,0,1,-0.1173369944272309,954.0,547.7220299884659
3.2217,2.5648,0.060386,0.0,1601,0.123673,0.194544,43,198,0,1,-0.14442094239094927,1069.0,511.24567474048445
2.9293,2.5629,0.001004,0.0,1856,0.153556,0.002941,105,285,0,1,-0.05021303240327075,746.0,613.6966551326414
0.0,1.157920892373162e+59,0.0,0.0,1500,0.014,11.061422,10,21,0,1,0.009797116818498416,601.0,659.6885813148789
0.0023,0.0019,0.048881,0.0,1649,0.027896,0.000114,15,46,0,1,-0.1588646862577205,1157.0,483.33333333333337
1.1429,0.9829,0.001432,0.0,1588,0.075567,0.001636,76,120,0,1,-0.14996629943315906,1099.0,501.7301038062284
0.0,1.157920892373162e+59,0.0,0.0,1499,0.008005,0.019965,9,12,0,1,0.0014891748987516176,630.0,650.4901960784314
0.0,1.157920892373162e+59,0.0,0.0,1537,0.059206,0.001916,35,91,0,1,0.029391767680823876,523.0,684.4290657439446
0.0013,0.0011,0.033047,0.0,1554,0.019305,4.3e-05,15,30,0,1,-0.18697952738502943,1289.0,441.4648212226067
5.0966,3.3168,2.247091,0.0,1817,0.026968,11.452443,19,49,0,1,-0.09973297552804603,898.0,565.4844290657439
0.0,1.157920892373162e+59,0.0,0.0,2358,0.500424,0.001031,264,1180,0,1,0.4266945001775128,29.0,841.118800461361
0.7336,0.6419,0.002297,0.0,1483,0.013486,0.001685,10,20,0,1,-0.20915273169538476,1367.0,416.72433679354094
0.0,1.157920892373162e+59,0.0,0.0,1484,0.016846,0.020618,12,25,0,1,-4.130336371116483e-05,635.0,648.9042675893887
0.0,1.157920892373162e+59,0.0,0.0,1772,0.112867,0.002369,64,200,0,1,0.11407817067240719,278.0,762.1395617070357
5.3701,4.6183,0.001652,0.0,1491,0.008719,0.008869,9,13,0,1,-0.20818790913461005,1364.0,417.67589388696655
521542.3749,448526.4424,0.0,0.0,1691,0.425192,0.006689,185,719,0,1,0.04068663959542532,484.0,696.7993079584776
0.0,1.157920892373162e+59,0.0,0.0,1787,0.232792,0.004444,55,416,0,1,0.14248937108071644,227.0,778.316032295271
3.9803,2.5872,0.070399,0.0,1586,0.030895,0.280207,22,49,0,1,-0.17362669429269093,1231.0,459.8615916955017
1.3582,1.1844,0.16841,0.0,1540,0.022078,0.228734,12,34,0,1,-0.19059441331737842,1308.0,435.4382929642445
0.0,1.157920892373162e+59,0.0,0.0,1759,0.023309,0.052341,20,41,0,1,0.07937968273243,341.0,742.1568627450981
0.0001,0.0,0.067223,0.0,2473,1.124141,4e-06,354,2780,2,1,0.4355161441440043,94.0,513.4868421052631
0.0,0.0,0.077433,0.0,1520,0.085526,2e-06,34,130,0,1,-0.17755062791969148,1256.0,451.9319492502883
0.0,0.0,0.002183,0.0,1599,0.022514,0.0,12,36,0,1,-0.17471923377024887,1238.0,457.64129181084195
0.0,1.157920892373162e+59,0.0,0.0,1500,0.024667,0.011884,16,37,0,1,0.00702751540388916,609.0,657.1510957324106
0.0023,0.0018,0.013987,0.0,1532,0.045039,3.3e-05,25,69,0,1,-0.1851336601009994,1275.0,445.9054209919262
0.0,0.0,0.005919,0.0,1762,0.094779,0.0,46,167,0,1,-0.10497246949550822,916.0,559.7750865051903
0.0,1.157920892373162e+59,0.0,0.0,1517,0.005933,0.003474,7,9,0,1,0.005491327583956044,617.0,654.6136101499424
0.0,1.157920892373162e+59,0.0,0.0,1797,0.036171,0.002776,27,65,0,1,0.09451499226482714,315.0,750.40369088812
1.0251,0.897,0.000212,0.0,1657,0.38624,0.000218,121,640,0,1,-0.05229866458500389,753.0,611.4763552479815
34.9375,25.5044,0.0005,0.0,1732,0.167436,0.017461,60,290,0,1,-0.09386014438563825,888.0,568.6562860438294
1.3484,1.0383,0.02896,0.0,1527,0.013098,0.03905,10,20,0,1,-0.19701155626695646,1331.0,428.1430219146482
0.0,0.0,0.10654,0.0,1513,0.037673,2e-06,22,57,0,1,-0.19249972233442036,1315.0,433.21799307958474
1.1642,1.0186,0.015505,0.0,1514,0.076618,0.01805,30,116,0,1,-0.182247466627673,1266.0,448.760092272203
0.0041,0.0,0.006297,0.0,1939,0.188241,2.6e-05,79,365,0,1,-0.025548364351102193,704.0,627.0184544405997
0.0,1.157920892373162e+59,0.0,0.0,1513,0.003305,0.013567,6,5,0,1,0.0035897087746877103,622.0,653.0276816608996
6.9579,5.775,0.000161,0.0,1755,0.182336,0.001123,164,320,0,1,-0.05716696674685049,766.0,607.3529411764706
2.7749,2.3864,0.002747,0.0,1550,0.026452,0.007623,17,41,0,1,-0.18613204740302933,1281.0,444.00230680507497
0.5553,0.4858,0.000812,0.0,1515,0.211881,0.000451,115,321,0,1,-0.13186085826107016,1014.0,528.6908881199538
0.8718,0.6713,0.003121,0.0,1515,0.006601,0.002721,7,10,0,1,-0.2025316065501665,1352.0,421.482122260669
0.0,1.157920892373162e+59,0.0,0.0,1916,0.518267,0.002753,242,993,0,1,0.2927630489008431,82.0,824.3079584775087
0.0,1.157920892373162e+59,0.0,0.0,1592,0.005025,0.022484,7,8,0,1,0.025973764953792847,531.0,681.8915801614764
0.0,1.157920892373162e+59,0.0,0.0,1549,0.016785,0.022817,15,26,0,1,0.018666173931748613,560.0,672.6931949250288
0.0,1.157920892373162e+59,0.0,0.0,1714,0.299883,0.002574,155,514,0,1,0.16206736055489124,199.0,787.1972318339101
0.0,1.157920892373162e+59,0.0,0.0,1828,0.597374,0.066586,97,1092,0,1,0.24651174432075215,112.0,814.7923875432526
2.8668,0.0014,0.001316,0.0,1543,0.073882,0.003774,36,114,0,1,-0.1732200412016988,1226.0,461.4475201845444
16.4688,12.0222,0.003316,0.0,1519,0.01975,0.054613,16,30,0,1,-0.19632791590373966,1325.0,430.0461361014994
0.0,1.157920892373162e+59,0.0,0.0,1532,0.037859,0.074111,19,58,0,1,0.019442499255980805,558.0,673.3275663206459
720.8558,555.0589,2e-06,0.0,2261,0.580716,0.001514,141,1313,0,1,0.17788185872580636,170.0,796.3956170703575
0.0,1.157920892373162e+59,0.0,0.0,1608,0.145522,0.001737,33,234,0,1,0.06696847778312798,381.0,729.4694348327566
0.0,1.157920892373162e+59,0.0,0.0,1522,0.102497,0.002641,44,156,0,1,0.036575006776241314,497.0,692.6758938869666
0.0006,0.0005,0.581165,0.0,2762,0.109703,0.000344,94,303,0,1,0.19256834518273042,151.0,802.4221453287198
122.1643,106.8937,2.9e-05,0.0,1794,0.125975,0.00351,50,226,0,1,-0.0880701415609399,862.0,576.9031141868512
1.1619,1.0167,0.177009,0.0,1538,0.091678,0.205665,37,141,0,1,-0.17010758756797614,1217.0,464.30219146482125
0.0049,0.0043,0.029099,0.0,1728,0.179977,0.000144,76,311,0,1,-0.08806166573187921,861.0,577.2202998846598
0.6369,0.5477,0.004393,0.0,1569,0.054175,0.002797,19,85,0,1,-0.174518242047394,1235.0,458.5928489042676
2.3049,2.0168,0.004559,0.0,1530,0.052941,0.010507,25,81,0,1,-0.18405340863800665,1270.0,447.4913494809689
0.018,0.0031,0.197371,0.0,1823,0.624794,0.003548,221,1139,0,1,0.0759994253002113,355.0,737.7162629757786
0.0265,0.002,0.010239,0.0,1597,0.141515,0.000272,51,226,0,1,-0.13992200916236527,1051.0,516.9550173010381
0.0,1.157920892373162e+59,0.0,0.0,2718,0.017292,0.027044,17,47,0,1,0.34200703639512126,57.0,832.237600922722
3.2513,2.6661,0.013401,0.0,1557,0.043031,0.04357,22,67,0,1,-0.1793724436249105,1259.0,450.98039215686276
2017.5401,1765.3476,7e-06,0.0,1538,0.029259,0.014659,16,45,0,1,-0.18889968726133252,1302.0,437.3414071510957
34333.1709,17.1666,1e-06,0.0,1571,0.183959,0.021892,68,289,0,1,-0.13010016304043545,1006.0,531.2283737024221
1.4557,1.2737,0.004285,0.0,2542,0.125098,0.006237,88,318,0,1,0.13194304345045427,247.0,771.9723183391004
0.0,1.157920892373162e+59,0.0,0.0,1675,0.587463,0.002534,206,984,0,1,0.22603811145469976,125.0,810.6689734717417
5.5753,4.6146,21.737268,0.0,1646,0.055286,121.190715,19,91,0,1,-0.031132523632541435,711.0,624.7981545559401
0.0,1.157920892373162e+59,0.0,0.0,1715,0.037901,2.597694,29,65,0,1,0.07423255657837437,358.0,736.7647058823529
0.6669,0.5735,0.003556,0.0,1787,5.595971,0.002371,784,10000,2,-1,1.3099903347679036,9.0,821.0526315789474
0.0002,0.0002,0.073474,0.0,1659,0.165763,1.7e-05,72,275,0,1,-0.11164004528039326,934.0,554.0657439446367
0.0,1.157920892373162e+59,0.0,0.0,1559,0.047466,0.027202,32,74,0,1,0.032279690636888736,511.0,688.2352941176471
0.0,1.157920892373162e+59,0.0,0.0,1586,0.007566,0.043191,9,12,0,1,0.025388383612043784,535.0,680.6228373702422
0.0689,0.0013,0.014801,0.0,1630,0.141104,0.00102,59,230,0,1,-0.12862096985560395,1000.0,533.1314878892733
0.0,1.157920892373162e+59,0.0,0.0,1567,0.008296,0.323762,11,13,0,1,0.02098947452016121,551.0,675.5478662053056
4.5019,3.7366,0.047525,0.0,1575,0.031746,0.213952,19,50,0,1,-0.17735932529381743,1255.0,452.24913494809687
0.0,0.0,0.172474,0.0,2905,1.953873,7e-06,441,5676,2,-1,0.8287450657415307,23.0,770.3947368421052
0.0,0.0,0.015718,0.0,1698,0.108952,0.0,40,185,0,1,-0.12133477435145275,976.0,540.7439446366782
0.0002,0.0001,0.240735,0.0,1679,0.034544,5.5e-05,15,58,0,1,-0.14868935208857326,1091.0,504.26758938869665
2.0381,1.6712,0.000205,0.0,1613,0.037198,0.000418,19,60,0,1,-0.16591781097667285,1196.0,470.96309111880043
3.8501,3.2864,4.346899,0.0,1651,0.19685,16.735999,83,325,0,1,-0.08463904072260758,845.0,582.2952710495963
0.0,1.157920892373162e+59,0.0,0.0,1807,1.482568,0.009388,283,2679,2,1,0.48490824076977973,77.0,575.0
0.0,1.157920892373162e+59,0.0,0.0,2032,0.624508,0.004879,172,1269,0,1,0.3342213771133209,61.0,830.9688581314879
0.0,1.157920892373162e+59,0.0,0.0,1673,0.016139,1.65019,12,27,0,1,0.05294120067085339,429.0,714.2445213379469
0.0,1.157920892373162e+59,0.0,0.0,1646,0.623329,0.013114,96,1026,0,1,0.19646269947917003,144.0,804.6424452133795
0.0,1.157920892373162e+59,0.0,0.0,2749,0.03092,0.013579,21,85,0,1,0.3552379963268731,49.0,834.7750865051903
0.0,1.157920892373162e+59,0.0,0.0,2787,0.374238,0.001329,99,1043,0,1,0.4784056762448001,20.0,843.9734717416378
3.4769,2.8858,0.000324,0.0,1779,0.356942,0.001128,235,635,0,1,0.006584411460977959,611.0,656.5167243367935
0.0011,0.0003,2.633818,0.0,2242,0.132471,0.002824,70,297,0,1,0.050759232030495635,435.0,712.3414071510957
5.3662,4.6149,1.819444,0.0,1628,0.032555,9.763455,11,53,0,1,-0.15485805994778337,1133.0,490.9457900807382
0.0,1.157920892373162e+59,0.0,0.0,1641,0.022547,0.018622,12,37,0,1,0.04451668464461145,461.0,704.0945790080739
0.0,1.157920892373162e+59,0.0,0.0,1630,0.006135,0.002162,7,10,0,1,0.03666674923121012,496.0,692.9930795847752
0.0,0.0,0.047691,0.0,1638,0.02381,0.0,17,39,0,1,-0.16226672340917897,1175.0,477.62399077277973
0.0,0.0,0.046142,0.0,2298,0.035683,0.0,25,82,0,1,0.025125655167591184,537.0,679.9884659746251
0.021,0.0,0.101389,0.0,1887,0.298357,0.002128,144,563,0,1,0.0016022872474196039,628.0,651.1245674740485
20.4776,17.6108,0.002216,0.0,1649,0.013948,0.045375,18,23,0,1,-0.16115957934550346,1171.0,478.89273356401384
1.2341,1.0483,0.688257,0.0,1671,0.192101,0.849405,48,321,0,1,-0.10685486924591923,921.0,558.1891580161476
1.0392,0.8937,0.003437,0.0,2270,0.023348,0.003571,21,53,0,1,0.013224222345217754,592.0,662.5432525951558
112.8698,82.3949,7.4e-05,0.0,1671,0.027528,0.008344,15,46,0,1,-0.15295448176907037,1121.0,494.7520184544406
0.0,1.157920892373162e+59,0.0,0.0,1661,0.114389,0.107032,64,190,0,1,0.08331427215285718,335.0,744.0599769319492
0.0,0.0,0.139533,0.0,2644,0.488275,0.0,241,1291,0,1,0.2958594584308992,80.0,824.9423298731257
0.0,1.157920892373162e+59,0.0,0.0,1806,0.084718,0.003188,52,153,0,1,0.11426237705665274,277.0,762.4567474048442
0.0,1.157920892373162e+59,0.0,0.0,1698,0.040636,0.002316,16,69,0,1,0.06521629258128038,385.0,728.2006920415224
0.0,1.157920892373162e+59,0.0,0.0,2758,0.027194,0.139583,31,75,0,1,0.3593927522116512,43.0,836.6782006920415
959.8849,825.501,0.00012,0.0,1704,0.059272,0.115096,29,101,0,1,-0.13315174379394362,1022.0,526.1534025374856
0.0,1.157920892373162e+59,0.0,0.0,1976,2.080972,0.007844,462,4112,2,-1,0.727630217629066,29.0,748.6842105263158
0.0,0.0,0.235345,0.0,1726,0.543453,0.0,268,938,0,1,0.04088049123831945,483.0,697.116493656286
0.0,1.157920892373162e+59,0.0,0.0,1813,0.262548,0.005693,50,476,0,1,0.1552629680390054,211.0,783.3910034602077
1.214,0.0091,0.002329,0.0,1709,0.057343,0.002827,30,98,0,1,-0.132089888454594,1016.0,528.0565167243368
0.0,1.157920892373162e+59,0.0,0.0,1740,0.007471,0.415533,7,13,0,1,0.06751132573107235,378.0,730.4209919261823
0.0,1.157920892373162e+59,0.0,0.0,871,0.407577,0.025926,119,355,0,1,-0.07234483852145072,806.0,594.6655132641292
4.1334,3.4501,0.000647,0.0,2469,0.356015,0.002676,364,879,0,1,0.24150017603766238,115.0,813.840830449827
0.0,1.157920892373162e+59,0.0,0.0,1435,2.236237,0.001141,684,3209,2,-1,0.6137206008868148,47.0,683.5526315789473
0.0,1.157920892373162e+59,0.0,0.0,1159,0.054357,0.004503,22,63,0,1,-0.08001085382387854,825.0,588.638985005767
0.0,1.157920892373162e+59,0.0,0.0,1878,5.324814,0.007533,1213,10000,2,-1,1.6170219556707013,4.0,839.1447368421053
0.0,1.157920892373162e+59,0.0,0.0,154,0.246753,0.007403,11,38,0,1,-0.3346495082463889,1649.0,327.277970011534
0.0,1.157920892373162e+59,0.0,0.0,1081,1.379278,0.026278,237,1491,0,1,0.20205367845386873,140.0,805.9111880046137
